Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Trapped #20,10184270,2019,Drama,Romance,NA,NA,Andy Bian,Ting-Hsuan Chen,Chun-Haw Hsu,NA,NA,NA,NA,9.2,18,https://www.imdb.com/title/tt10184270/
Vivah,0494290,2006,Drama,Musical,Romance,Hindi,Shahid Kapoor,Amrita Rao,Anupam Kher,Rajan Kumar,NA,NA,"After the passing away of his wife, wealthy Delhi-based businessman, Harishchandra, took it upon himself to bring up two sons, Sunil and Prem. When they grew up he got Sunil married to Bhavna, and let Prem complete his education, even let him study abroad. Soon Sunil and Bhavna gave birth to a son, Rahul. When Bhagat told him that he had found a suitable match for Prem in Poonam, the niece of Krishnakant, a fruit merchant from Madhupur, Uttar Pradesh, the family traveled there, met with Krishnakant, his wife, Rama, and daughter, Rajni, and instantly approved of Poonam. Prem and Poonam also approved of each other, the Astrologer was consulted and a marriage was scheduled to take place in six months time. Shortly thereafter the engagement took place. The two families met again in Som Sarovar, Nainital, to let everyone get acquainted, and when Prem got his first contract from Japan, Krishnakant took his family to Delhi to celebrate. With the deadline for the marriage drawing close, both families start their respective preparations - not knowing that fate may have other plans in store for this young couple.",6.6,9464,https://www.imdb.com/title/tt0494290/
Son of Sardaar,2178508,2012,Action,Comedy,Romance,Hindi,Ajay Devgn,Sanjay Dutt,Sonakshi Sinha,Kshamata Sachin Gurav,Jayashreenarayanan,NA,NA,4.0,9247,https://www.imdb.com/title/tt2178508/
Jagga Jasoos,4129428,2017,Action,Adventure,Comedy,Hindi,Ranbir Kapoor,Katrina Kaif,Saswata Chatterjee,Chanchal Bisht,Mukesh Chauhan,Sean de Beer,Jagga is an Orphan who gets adopted by Badal Bagchi whom he calls Tutti Futti both are having great time in their lives until Tutti Futti has to send Jagga to a boarding school and leave for a mission over the years the only contact he they have his video tapes sent by Tutti Futti on every birthday of Jagga.One day Jagga receives the sad news about the death of his father.Jagga's detective skills make him believe another story and he sets out to find his father with the help of a journalist Shruti.,6.5,9673,https://www.imdb.com/title/tt4129428/
Hichki,6588966,2018,Comedy,Drama,NA,Hindi,Rani Mukerji,Rohit Saraf,Sachin Pilgaonkar,Dalai,Kavish Handa,Nikhil Hansora,"Hichki is a story about a woman who turns her most daunting weakness into her biggest strength. Naina Mathur (Rani Mukerji) is an aspiring teacher who suffers from Tourette Syndrome. After several interviews and numerous rejections, she lands her dream job as a full-time teacher in one of the most elite schools in the city. However, she soon realises that the class she has been assigned comprises of defiant and impish students who can't seem to keep out of trouble. Despite a few initial hiccups, Naina must do whatever she can to ensure that her students realise their true potential, and defy all the odds against them.",7.5,11472,https://www.imdb.com/title/tt6588966/
Ladies vs. Ricky Bahl,1954598,2011,Comedy,Crime,Drama,Hindi,Ranveer Singh,Anushka Sharma,Parineeti Chopra,Baban Adagale,Sikander Ahmad,Musa Husain,"Dimple Chaddha (Parineeti Chopra), a brash 19 year old Delhi college girl falls in love with Sunny Singh, a fitness trainer. Raina Parulekar (Dipannita Sharma), a 28 year old independent and successful corporate woman in Mumbai does business with an art dealer Deven Shah. Saira Rashid (Aditi Sharma), a 24 year old sweet, hard working widow in Lucknow makes a new friend, the shy Iqbal Khan. Three very different girls who each get taken for a lot of money by each of these three men. The problem is that it is actually just one man - Ricky Bahl (Ranveer Singh), a suave and charming con-man who revels in the game and is only after the Money. A chance encounter brings these three women together who vow to take down Ricky Bahl and get their money back. The next step is the actual plan. Enter Ishika Desai (Anushka Sharma), a young and ambitious girl whose street smart ways will one day, very soon, get her to the top. The furious trio, one professional con-man and a girl who loves adventure. The game is set in Goa. The rules will be made as they go along. It's the LADIES VS RICKY BAHL. Who will win and who will lose?",6.0,9324,https://www.imdb.com/title/tt1954598/
The Dirty Picture,1954206,2011,Biography,Comedy,Drama,Hindi,Vidya Balan,Emraan Hashmi,Tusshar Kapoor,Manini Mishra,NA,NA,"Rebellious and uninhibited Reshma lives an impoverished lifestyle with her mother, Ratnamma, in 1980s South India. She is an ardent fan of film actor, Suryakant, and her one ambition in life is to meet and act with him. She runs away to Madras, and like, hundreds of young women, lines up outside Jupiter Studios to try and get noticed. With her plain, next-door-girl looks, she gets ignored but as fate could have it she is given a chance to play a minor role after she manages to sneak into the studios. The role exploits her as a sex symbol, driving males to the cinema houses to absorb her movements and beauty. Virtually overnight she, now renamed Silk, becomes a sensation, and together with the aging superstar, Suryakant, the one she had always fantasized about, she sizzles the silver screen with her sex appeal. Suryakant's brother, Ramakant, an author, is smitten by her - so much so that he would like her to opt out of movies altogether, so that he could marry her. But the rebellious woman that she is, jeopardizes her chance of impressing his parents - by challenging the upcoming siren, Shakila, to a competition. And it is this move that will bring about even more changes in her life.",6.6,9127,https://www.imdb.com/title/tt1954206/
The Nest,8338762,2020,Drama,Romance,NA,English,Jude Law,Carrie Coon,Oona Roche,Lili Lea Abraham,Marc Bee,Jonas Bethge,"Rory is an ambitious entrepreneur who brings his American wife and kids to his native country, England, to explore new business opportunities. After abandoning the sanctuary of their safe American suburban surroundings, the family is plunged into the despair of an archaic '80s Britain and their unaffordable new life in an English manor house threatens to destroy the family.",6.3,9337,https://www.imdb.com/title/tt8338762/
Maqbool,0379370,2003,Crime,Drama,Thriller,Hindi,Irrfan Khan,Tabu,Pankaj Kapur,Shamim Ansari,Abhay Khandekar,Raj Kumar,"Macbeth meets the Godfather in present-day Bombay. The Scottish tragedy set in the contemporary underworld of India's commercial capital; two corrupt, fortune telling policemen take the roles of the weird sisters, and ""Duncan"" is Abbaji, the head of a crime family. Abbaji's mistress and Maqbool plot and carry out his death; the sea plays the role of Birnham wood.",8.1,10287,https://www.imdb.com/title/tt0379370/
Phantom,3469244,2015,Action,Drama,Thriller,Hindi,Saif Ali Khan,Katrina Kaif,Sabyasachi Chakrabarty,Chanchal Bisht,Trupti Chavan,Breanne Fultz,"Phantom is a political action thriller that unfolds across various countries around the world. The plot revolves around protagonist Daniyal, whose journey to seek justice takes him from India to Europe, America and the volatile Middle East. However, he finds out that in a mission like this, there is always a price to pay, in this case, a very personal price.",5.9,8902,https://www.imdb.com/title/tt3469244/
Salaam Bombay!,0096028,1988,Crime,Drama,NA,Hindi,Shafiq Syed,Anjaan,Amrit Patel,NA,NA,NA,"Young Krishna's mother abandons him at the Apollo Circus and informs him that he can only return home when he can afford 500 rupees to pay for his brother's bicycle that he destroyed. The circus then leaves Krishna behind and he takes a train to Bombay, where he works delivering tee for Chacha's street bar and being called ""Chaipau"" by the local street children. He befriends heroin addict and drug dealer Chillum, and young Manju Golub, the daughter of Baba Golub and prostitute Rekha Golub. Krishna dreams of saving 500 rupees to return home, but Bombay street life isn't easy.",8.0,8984,https://www.imdb.com/title/tt0096028/
Mother India,0050188,1957,Action,Comedy,Drama,Hindi,Nargis,Sunil Dutt,Rajendra Kumar,Y.H. Bargal,Munawarali Mistry,NA,"The film begins with the finishing of a water canal for the village set in the present. Radha (Nargis), as the mother of the village, is asked to open the canal and remembers back to her past when she was newly married, mirroring the new independence of India. The wedding between Radha and Shamu (Raaj Kumar) was paid for by Radha's mother-in-law, who got a loan from the moneylender Sukhilala. This event starts the spiral of poverty and hardship that Radha endures. The conditions of the loan are disputed, but the village elders decide in favor of the moneylender, after which Shamu and Radha are forced to pay three-quarters of their crop as interest on the loan of 500 rupees. While trying to use more of their land to alleviate their poverty, Shamu's arms are crushed by a boulder. He is shamed by his helplessness and is humiliated by others in the village. Deciding that he is no use to his family, he leaves and does not return. Soon after this, Radha's mother-in-law dies. Radha continues to work in the fields with her children and gives birth again. Sukhilala offers to help alleviate her poverty in return for Radha marrying him, but she refuses to sell herself. A storm sweeps through the village that destroys the harvest and kills Radha's youngest child, and the villagers start to migrate but decide to stay and rebuild because of Radha's urging. The film then skips forward several years to when Radha's two surviving children, Birju (Sunil Dutt) and Ramu (Rajendra Kumar), are young men. Birju, embittered by the exactions of Sukhilala since he was a child, takes out his frustrations by pestering the village girls, especially Sukhilala's daughter. Ramu, by contrast, has a calmer temper and is married soon after. He becomes a father ,but his wife is soon absorbed into the cycle of poverty. Birju's anger finally becomes dangerous and, after being provoked, attacks Sukhilala and his daughter and violently lashes out at his family. He is chased out of the village and becomes a bandit. On the day of the wedding of Sukhilala's daughter, Birju returns to exact vengeance. He kills Sukhilala and takes his daughter--but Radha, who had promised that Birju would not do harm, shoots Birju, who dies in her arms. The film ends with her opening the canal and reddish water flowing into the fields.",8.0,8964,https://www.imdb.com/title/tt0050188/
Agneepath,0098999,1990,Action,Crime,Drama,Hindi,Amitabh Bachchan,Mithun Chakraborty,Madhavi,K. Baburao,Rockwell Roy,NA,"Vijay (Amitabh Bachchan) father is brutally lynched by villagers after being framed by Kancha Cheena (Danny Denzongpa), and his family is forced to flee. The young Vijay vows revenge, and grows up protecting his sister and mother by becoming a gangster himself. Eventually he works his way up the ladder until he is face to face with the men who killed his father, but by this time he is little different from them, and his actions have put his family in the line of danger once more.",7.7,8662,https://www.imdb.com/title/tt0098999/
Koyla,0136352,1997,Action,Drama,Musical,Hindi,Shah Rukh Khan,Madhuri Dixit,Amrish Puri,Ashok Samanta,Prakash Shetty,NA,"Mute Shankar slogs day and night to satisfy the lust of wealthy businessman Raja Saab who has underworld contact. Raja Saab would like to marry the young and street-wise, Gauri, however Gauri would like to see a picture of her would be husband but is instead shown Shankar's picture, she immediately falls in love with him and agrees to marry but at the wedding altar, Gauri gets a shock when she sees Raja Saab, refuses to continue with the rituals of the marriage and is locked forever in a room. Circumstances forced Shankar and Gauri to elope but both is caught by Raja and his men, who beats Shankar and throw him to his death and Gauri is taken back to Raja Saab mansion and must undergo preparations to get married to him.",6.2,8594,https://www.imdb.com/title/tt0136352/
Baaghi 2,6843812,2018,Action,Thriller,NA,Hindi,Tiger Shroff,Disha Patani,Manoj Bajpayee,Bhaskar Gawade,Tushar Kewate,NA,Ronnie is serving in the Indian army.He gets a call from his former lover Neha as she is clueless about her missing daughter.Upon reaching Goa Ronnie sees that Neha is very disturbed by the event and cops are not taking the missing case seriously. Ronnie then starts his own investigation and finds that there is no truth in Neha's story as such thing never happened. But Neha is adamant that her daughter has been kidnapped.,4.8,9957,https://www.imdb.com/title/tt6843812/
Shaitan,1836912,2011,Action,Crime,Drama,Hindi,Kalki Koechlin,Shiv Panditt,Gulshan Devaiah,Tariq Umar Khan,Manasi Kolhe,Aaryan Prajapati,"After the passing of her mother, and the entry of a step-mother, Amrita Jayshankar retreats into herself. Her father is summoned to her school and is told that his daughter may require counseling, but he refuses to believe and instead makes a donation to the school. Then Amrita meets with three males and a female, namely Zuben, Dushant Sahu, Karan Chaudhary; and Tanya Sharma respectively. Together they live it up with drugs and alcohol until things get out of control when they accidentally kill a couple. A corrupt police constable demands Rs.25 Lakhs to eliminate their involvement. Unable to come up with so much cash, the five decide to fake a kidnapping, demand the cash from Amrita's father, and clear their respective names. Amrita accordingly goes 'missing', and her father involves the police, who assign this case to once-suspended police inspector, Arvind Mathur. With the media getting involved, Arvind begins his investigation, but will soon find it hampered - complicating not only his assignment - but also his personal life.",7.2,8280,https://www.imdb.com/title/tt1836912/
Jaan-E-Mann: Let's Fall in Love... Again,0456481,2006,Comedy,Drama,Musical,English,Salman Khan,Akshay Kumar,Preity Zinta,Shazia Iqbal,Santosh Kotkar,Twisha Pal,Suhaan receives divorce notice from his wife Piya as he as failed to pay the alimony.Agasthya enters their doorstep searching for Piya he was in love with her during college days but couldn't express it. Suhaan tries to get Agasthya and Piya closer that he doesn't have to pay her alimony and monitors their every move.He rents a apartment opposite her house and uses telescopes and binoculars to monitor her.Suhaan notices that Piya has a baby girl.Piya was pregnant when she left him as she didn't want her and baby to ruin his film career.Suhaan realizes his mistake but its to late as Piya and Agasthya are set to get engaged.,6.1,8347,https://www.imdb.com/title/tt0456481/
Bol Bachchan,1728986,2012,Action,Comedy,NA,Hindi,Amitabh Bachchan,Ajay Devgn,Abhishek Bachchan,Swapnil Bhalerao,Sukant Gantayat,Gautam Jadhav,"When a child falls into the well of the temple and Abbas breaks the temple's lock to save the child. When Prithviraj arrives at the scene, Ravi says Abbas's name as Abhishek Bachchan to avoid religious controversies of a temple being broken open by a Muslim. Prithviraj hires Abhishek Bachchan (Abbas) and is happy with his work, but Ravi and his friends have to come up with a new plan when Prithviraj spots Abbas celebrating Eid as a Muslim. Abbas and the others convince Prithviraj that the one celebrating Eid was actually 'Abbas', an effeminate man and classical Kathak dancer. Things become worse for Abbas and Ravi when Prithviraj kindly hires Abbas for teaching Kathak to his sister Radhika (Prachi Desai). The more Abbas tries to manage his dual life without letting Prithviraj know, the more he has to lie to cover up other lies; this forms the crux of the story.",5.6,8524,https://www.imdb.com/title/tt1728986/
Ajnabee,0278291,2001,Action,Crime,Drama,Hindi,Akshay Kumar,Bobby Deol,Kareena Kapoor,NA,NA,NA,A new couple get married and move to Switzerland. They make friends with their new neighbors Akshay Kumar and Bipasha Basu. Life seems perfect until one day when Raj wakes up in Vicky's house and finds out that Vicky's wife has been murdered. Raj is accused of the murder but flees from the authorities in order to prove himself innocent.,6.4,8319,https://www.imdb.com/title/tt0278291/
Himmatwala,2344678,2013,Action,Comedy,Drama,Hindi,Ajay Devgn,Tamannaah Bhatia,Paresh Rawal,Kshamata Sachin Gurav,Sagar Mali,Rupin Suchak,"An honest temple priest takes on more than he can handle when he bears witness to a murder and gives evidence in a court of law against a powerful landlord in his village. The landlord bribes his way to freedom and engineers a ploy to ruin the priests reputation and his status among his peers in the village. Ashamed of his tarnished reputation the priest commits suicide,and leaves his wife and young children to face the atrocities of the evil landlord. The son flees the village and travels to Mumbai to make a life, but returns years later to avenge the shame caused to his family. Thi",1.7,8367,https://www.imdb.com/title/tt2344678/
Heropanti,3142232,2014,Action,Romance,NA,Hindi,Tiger Shroff,Kriti Sanon,Parthaa Akerkar,Yogesh Bansode,Sagar Desai,Sukant Gantayat,"Rising from present India in the conflicting era of shining modernity and deep-rooted archaic traditions in the era of big city versus small towns, comes a love story sealed with an impossible fate. The story of the bold Bablu and the bratty Dimpy. Will Bablu and Dimpys love blossom under the terror of a brutal clan and the violent landscape it is set against. Heropanti is the story of today's youth, and the coming of age of its conflicting protagonists.",5.3,8591,https://www.imdb.com/title/tt3142232/
Judwaa 2,5456546,2017,Action,Comedy,NA,Hindi,Varun Dhawan,Jacqueline Fernandez,Taapsee Pannu,Chanchal Bisht,Mukesh Chauhan,Aaryan Prajapati,Two brothers (twins) born to an honest businessman are separated at birth when their father exposes a smuggling racket and a king pin. One of the brothers is thought to be dead but only resurfaces stronger after living life on the streets to reunite with his family over a sequence of events and twist of fate. Genetically bound by reflexes both the brother's lives interlink in strange ways and a comedy of errors. They eventually come together to destroy the smuggling nexus and save their family from a downfall that awaits them.,3.6,9991,https://www.imdb.com/title/tt5456546/
Manikarnika: The Queen of Jhansi,6903440,2019,Action,Biography,Drama,Hindi,Kangana Ranaut,Rimi Sen,Atul Kulkarni,Shivani Shivaji Bhosale,Dk Dharam,Rajesh Dhuri,"When Dixt, a minister in Jhansi princely state, sees Varanasi-born Manikarnika, he proposes that she marry Gangadar Rao, prince of Jhansi. Sadashiv Rao plots with British officers to conquer Jhansi as he is promised a stake in it after conquering Jhansi. After the birth of Lakshmi and Gangadar Rao's son Sadashiv Rao sees his place in fear and poisons the holy water during the child's naming ceremony; he passes away and leaves Gangadar Rao on his deathbed. Gangadar Rao decides to adopt a son and Sadashiv Rao feels guilty of not adopting his son instead a toddler who comes running to Lakshmi Bai after Gangadar Rao's death. The East India Company decides to conquer Jhansi as it has no male ruler, but Lakshmi Bai decides to take the throne herself and fight for Jhansi.",6.4,10771,https://www.imdb.com/title/tt6903440/
Mom,2660806,2013,Comedy,Drama,Romance,English,Allison Janney,Anna Faris,Mimi Kennedy,NA,NA,NA,"Single mom Christy has her hands full with two children, Violet and Roscoe, and maintaining newfound sobriety, when her passive-aggressive, recovering-alcoholic mother re-enters the picture, brimming with criticisms about Christy's life. As the daughter works to be the best mother she can and to overcome mistakes she made, she must also navigate dysfunctional relationships with romantic interests, and with her irresponsible ex-husband, Baxter. Despite the uphill battle, Christy tries to remain positive and stay on a path to help her reach her goals.",7.2,30561,https://www.imdb.com/title/tt2660806/
Golmaal Again,1806913,2017,Action,Comedy,Fantasy,Hindi,Ajay Devgn,Arshad Warsi,Tabu,Sagar Desai,Ganesh Donge,Praveen Kumar,"Gopal,Laxman1,Madhav,Lucky and Laxman 2 live in orphanage of Jamnadas.One day they come across an abandoned baby outside the orphanage and name her Kushi.Gopal and Mahadav don't get well with each other and often have fights.Gopal leaves the orphanage with Laxman 1 and Madhav also leaves with Lucky and Laxman 2.Years later they have grown up an earn good by doing con jobs and send a share to Jamnadas's orphanage.One day they come to know that Jamnadas is no more and they go to attend his prayer meeting.Anna their childhood friend who can communicate with spirits meets them at a prayer meeting.While the 5 boys leave the orphanage after the prayer meeting a strange figure follows them.Anna is sure the boys will come back in orphanage as the strange figure wants their help.",5.0,8661,https://www.imdb.com/title/tt1806913/
MSG the Warrior: Lion Heart,6040012,2016,Action,Adventure,Fantasy,Hindi,Muntazir Ahmad,Ashok Insan,Bhushan Insan,NA,NA,NA,"The story is about medieval warrior who fights for the honor of his land and the dignity of the womenfolk. The story travels centuries apart as he emerges in another role as a modern Indian equivalent of James Bond, a stylish top secret agent. The marauding aliens run amok, as they are hundreds of years ahead in technology. LionHeart is their only stumbling block in their march to overpower Planet Earth. Will LionHeart manage with his primitive weapons, or will he surrender. There is romance apart from action and high drama and finally, an amazing twist in the tale!!",6.6,7397,https://www.imdb.com/title/tt6040012/
CC2C,1091229,2009,Action,Adventure,Comedy,Hindi,Akshay Kumar,Mithun Chakraborty,Deepika Padukone,Dai Kate,Pankaj Pol,NA,"Based in Delhi's Chandni Chowk, orphaned Sidhu is adopted by the owner of Bajrang Bali Parathas, known simply as Dada. Years later Sidhu has grown up and is an expert at slicing vegetables. When his Chinese friend and Philosopher, Chopstick, cons him into believing that he is the reincarnation of Liu Sheung, a slain Chinese revolutionary, Sidhu takes it upon himself to travel to the Zhange district where he will be forced to confront a deadly female assassin by the name of Suzy; be befriended by a semi-crazed beggar; and must face humiliation and possible death at the hands of the virtually indestructible Hojo.",4.1,8287,https://www.imdb.com/title/tt1091229/
Sachin - A Billion Dreams,4640206,2017,Documentary,Sport,NA,Hindi,Sachin Tendulkar,Mikhail Gandhi,Anjali Tendulkar,Anil Gunjal,NA,NA,NA,8.6,7813,https://www.imdb.com/title/tt4640206/
Humshakals,3036740,2014,Comedy,Drama,Romance,Hindi,Saif Ali Khan,Riteish Deshmukh,Ram Kapoor,David Addison Myers,David Bryan,George Morris,Ashok a millionaire and his friend Kumar are admitted to a mental hospital. When Ashok's Mamaji with the help of Dr. Khan mix medicine in the water where they both start to behave like Dogs. The same hospital has their Mamaji's look-alike Johnny admitted.,1.7,7995,https://www.imdb.com/title/tt3036740/
Mission Mangal,9248972,2019,Drama,History,NA,Hindi,Akshay Kumar,Vidya Balan,Taapsee Pannu,Shaikh Abrar,Manish Baba,Pankaj Borale,NA,6.5,13401,https://www.imdb.com/title/tt9248972/
Mohra,0110546,1994,Action,Drama,Thriller,Hindi,Akshay Kumar,Sunil Shetty,Raveena Tandon,Ravi Sanyal,NA,NA,"Journalist Roma Singh is the daughter of a jailer. While taking a tour of the jail, she is molested by some of the inmates, and an inmate, Vishal Agnihotri comes to her assistance. She finds out that Vishal is in for four homicides, and decides to investigate further. She finds out, with the help of the owner of her publications, Jindal that Vishal was compelled to take the law in his own hands when the courts failed to punish the assailants of his sister and sweetheart. Soon, Vishal is released from prison, and begins to work for Jindal. It is then that he realizes that he has just walked from a walled prison, to an open prison, as the truth behind his release slowly but surely starts to dawn on him.",7.0,7776,https://www.imdb.com/title/tt0110546/
Awara Paagal Deewana,0319020,2002,Action,Comedy,Crime,Hindi,Akshay Kumar,Sunil Shetty,Aftab Shivdasani,Mahesh Ghadi,Kishan Gupta,Mahesh Kudalkar,"Vikrant and Gulab Khatri are brothers-in-law who hate each other, and it is only through Vikrant's dad, who is also a mafia underworld don, that an uneasy peace is maintained. But when he passes away, a vengeful Vikrant frames Gulab in the murder of a politician, forcing Gulab to flee to the United States. Once there, Gulab hopes to re-build his life, but this thought is in vain as his neighbors, the Acharyas, find out about him and the reward offered for his arrest - and create a mini-hell for him - forcing him to show his true colors to them - colors that may well lead to the demise of the entire family.",6.2,7948,https://www.imdb.com/title/tt0319020/
I Hate Luv Storys,1667838,2010,Comedy,Drama,Romance,Hindi,Imran Khan,Sonam Kapoor,Sammir Dattani,Sumayya Shaikh,Sadhana Talwar,NA,"Born from a Gujarati mother and a Punjabi father, Mumbai-based Bollywood Art Director, Simran, is in love with her childhood sweetheart, Raj Dholakia, who is also her mother's choice. Then her employer, Veer Kapoor, assigns a slacker-Casanova, Jay Dhingra, to work as her subordinate. Jay turns on his charm - albeit in vain - and almost gets fired. Both eventually patch-up and get engrossed in the making of a movie 'Pyar Pyar Pyar'. During the filming, Simran admits that she has fallen in love with him, and even breaks up with Raj, but Jay rejects her. Heartbroken, she returns to Raj - who welcomes her back, and they are all set to wed. It is then Jay realizes that he may be in love, and wants to meet and apologize to her.",5.6,7811,https://www.imdb.com/title/tt1667838/
Bhootnath,0991346,2008,Comedy,Drama,Family,Hindi,Amitabh Bachchan,Juhi Chawla,Satish Shah,Amit Lad,Bhupender Singh,Udai Prakash Singh,"Banku, his mother, Anjali Sharma and father move in to their new house -- the Nath villa, unaware of the fact that the house is inhabited by a ghost. It is learnt the ghost is not too happy with his new housemates. But what the ghost is not prepared for is his unlikely friendship with Banku. Now Banku must uncover the reason why his ghostly friend is stuck and help him to attain salvation.",6.3,8759,https://www.imdb.com/title/tt0991346/
Chup Chup Ke,0464160,2006,Comedy,Drama,Romance,Hindi,Kareena Kapoor,Shahid Kapoor,Paresh Rawal,NA,NA,NA,"A young man named Jeetu finds himself in debt with his father receiving harassing visits from money-lenders. Although his father is scolded daily for his non-progress in their debts, his mother and his fiancée Pooja believe he can successfully fulfill his task and live happily, but burdened with high debt, Jeetu sees suicide as his only way out of the situation (insurance money for the family). Unfortunately for him, taking a plunge off a dock into a placid ocean doesn't kill him. He awakens in a boat with two very interesting characters, Gundya and his servant Bundya. In the cost of putting Jeetu in a hospital and saving his life, Gundya and Bundya believe Jeetu owes them a debt. Already in much debt , Jeetu decides to play off that he is deaf and mute. He then finds himself mortgaged to a wealthy man, Prabhart Singh in return for Gundya's confiscated boat and thus ends up as a servant boy at a mansion in Kolkata. It is here where he meets Prabhart's beautiful daughter Meenakshi and mute (not dumb or deaf) niece Shruti. After many convolutions later, Jeetu and Shruti fall in love, and Mangal (Shruti's brother and the true head of the family) is ready to have them married, but something from Jeetu 's past comes back to haunt him .",6.9,9669,https://www.imdb.com/title/tt0464160/
Khoobsurat,3554418,2014,Comedy,Romance,NA,Hindi,Sonam Kapoor,Fawad Khan,Ratna Pathak Shah,Pradeep Paul Francis,Janhavi Wadke,NA,"Khoobsurat is a quirky, modern romantic comedy about what happens when a vibrant, hopelessly romantic physiotherapist meets handsome young Rajput prince who is the complete opposite of her and is engaged to someone else. It is a battle of values between two individually crazy families one that encourages discipline and self - restraint versus the other, which is all for spontaneity and open mindedness. Khoobsurat looks at universal themes: being able to love and respect yourself; and having to fight for the things you really want.",6.4,8036,https://www.imdb.com/title/tt3554418/
Singh Is Bliing,3696192,2015,Action,Comedy,Romance,Hindi,Akshay Kumar,Amy Jackson,Lara Dutta,Cosmin Cornisor,Ashwini Kale,Sagar Mali,"Raftaar Singh (Akshay) spends his days whiling his time away dancing and jumping through fire hula-hoops at fairs in Bassi Pathana in Punjab. While his father (Yograj Singh) is tired of his ways, his mother (Rati Agnihotri) caters to his appetite with home-cooked jalebis, before the former asks Raftaar to choose a path for himself. Either get married to a certain Sweety, or move to Goa and work under his father's friend. Considering the first option unimaginable, Raftaar chooses the second.",5.0,8077,https://www.imdb.com/title/tt3696192/
Saawariya,0758053,2007,Drama,Musical,Romance,Hindi,Rani Mukerji,Ranbir Kapoor,Sonam Kapoor,NA,NA,NA,"Orphaned and homeless Ranbir Raj re-locates to a small town and orders a glass of milk in the RK Bar. He befriends a prostitute by the name of Gulabji, who invites him to spend the night with her, and when he refuses, she re-directs him to Lillian who rents out rooms. Ranbir meets with Lillian, who has been living alone for 37 years after her son, Vincent, left to join the army and did not return, charms her, and rents a room from her. He gets a job as a singer in a local restaurant. On the occasion of Eid, while returning home, he comes across a woman standing on the bridge. He finds her very attractive, befriends her, walks her home, finds out her name is Sakina, who is a carpet weaver and lives with her aunt and blind grandma. Just when Ranbir is about to confess his love, she tells him that she has already given her heart to Imaan, a former tenant of her grandmother's. Imaan had left, promising to return on Eid, but has not done so. She finds out that he may be staying at the Momim Lodge and asks Ranbir to deliver a letter to him. A crestfallen Ranbir destroys the letter, but does go to Momim Lodge, and this is where he finds that no one by the name of Imaan had ever lived there. Encouraged by this news, he returns back and attempts to win Sakina's heart. The question remains will he succeed or will Sakina spend the rest of her life waiting for Imaan's return?",5.2,7562,https://www.imdb.com/title/tt0758053/
Main Tera Hero,2762334,2014,Action,Comedy,Romance,Hindi,Varun Dhawan,Ileana D'Cruz,Nargis Fakhri,Veer Chauhan,Steffina Cherian,Roshan Modak,"Sreenath Prasad aka Seenu is the most notorious boy in Ooty. He drops out of college in Ooty in order to pursue education in a Bangalore college. Here he falls in love with Sunaina. But Sunaina is forced to marry Angad, a local police officer, who is more of a terrorizing gangster. Seenu also has another die-hard lover in the form of Ayesha, of whom he is unaware. He had once saved her friends and Ayesha instantly knew that he was the perfect man for her. Ayesha's father is a big gangster and kidnaps Sunaina to get hold of Seenu and compel him to marry his daughter.",5.1,8372,https://www.imdb.com/title/tt2762334/
Entertainment,3343784,2015,Drama,NA,NA,English,Gregg Turkington,John C. Reilly,Tye Sheridan,Austin Randolph,NA,NA,NA,5.7,2936,https://www.imdb.com/title/tt3343784/
Socha Na Tha,0451919,2005,Comedy,Drama,Romance,Hindi,Abhay Deol,Ayesha Takia,Ayesha Jhulka,NA,NA,NA,"Mr. Oberoi is a wealthy industrialist, and lives a comfortable lifestyle, with this two sons. The elder son is married, and he wants his second son, Viren, to marry too. He has already selected Aditi as a bride for him. Though Viren has always lived in his father and brother's shadows, he is quite romantic at heart, and hopes to fall in love first and then marry the girl of his choice. The presence of Aditi prevents this, and he makes all attempts not to marry her. He succeeds, the wedding arrangements are all called off. Then he meets the girl of his dreams, Karen, and proposes marriage to her. The only setback he sees that she is a Catholic, and he, a Hindu. However, that is soon overcome. Everything seems to go on smoothly between both the families, when he falls out of love with Karen, and wants to cancel the wedding. When questioned about his change in mind, he responds that he is in love with Aditi. But she will not have anything to do with him anymore, for she is getting engaged to a childhood friend, Mahesh, and she very forthrightly tells him on his face that she will only marry Mahesh and no one else. How will Karen react to his change of mind? Will he change his mind again, or will he fall in love with a third female?",7.4,7554,https://www.imdb.com/title/tt0451919/
Raju Ban Gaya Gentleman,0173102,1992,Musical,Comedy,Romance,Hindi,Shah Rukh Khan,Juhi Chawla,Nana Patekar,Narendra Ojha,NA,NA,"Holding a degree in engineering; Raj Mathur alias Raju finds that his talent is wasted in the village so he decides to re-locate to Bombay. In Bombay he faces challenges in finding the right job until he meets and befriend the Receptionist of Chhabria Builders, Renu, who with her recommendation he manages to hold the post as Chief Engineer within that company. After this there is no turning back for Raju as he continues to climb the ladder of success. But Raju faces a draw-back when a bridge that is being built under his supervision came down crushing to death some people - this negligence not only cost Raju his job but can incarcerate him as well.",6.8,7466,https://www.imdb.com/title/tt0173102/
